CustomerID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,Segment
13850,129,1,1595.48,3,1,4,314,Potential Loyalists
13851,96,8,3718.46,3,4,5,345,Loyal Customers
13852,611,1,187.35000000000002,1,1,1,111,Lost
13853,57,1,1090.14,4,1,3,413,New Customers
13854,9,39,12021.96,5,5,5,555,Champions
13855,501,4,1310.3400000000001,1,3,4,134,At Risk
13856,169,11,954.83,3,5,3,353,Loyal Customers
13857,393,6,981.06,2,4,3,243,At Risk
13858,57,1,216.17,4,1,1,411,New Customers
13859,326,2,448.06,2,2,2,222,Lost
13860,1,5,1245.9,5,4,4,544,Champions
13861,429,2,273.26,1,2,2,122,Lost
13862,18,9,2556.09,5,5,4,554,Champions
13863,248,4,1239.55,2,3,4,234,At Risk
13865,58,4,501.56,4,3,2,432,Potential Loyalists
13866,74,1,145.67000000000002,3,1,1,311,Potential Loyalists
13867,31,3,1015.29,4,3,3,433,Loyal Customers
13868,39,1,507.54,4,1,2,412,New Customers
13869,123,10,7970.97,3,5,5,355,Loyal Customers
13870,2,15,5678.18,5,5,5,555,Champions
13871,23,17,7885.85,4,5,5,455,Champions
13872,527,3,900.62,1,3,3,133,At Risk
13873,120,8,1021.97,3,4,3,343,Loyal Customers
13874,358,7,1870.4,2,4,4,244,At Risk
13875,54,14,4519.37,4,5,5,455,Champions
13876,64,1,122.7,3,1,1,311,Potential Loyalists
13877,86,3,449.68,3,3,2,332,Potential Loyalists
13878,55,4,2439.16,4,3,4,434,Loyal Customers
13879,646,1,395.5,1,1,2,112,Lost
13880,21,17,4357.76,4,5,5,455,Champions
13881,4,40,32867.28,5,5,5,555,Champions
13882,3,5,1081.28,5,4,3,543,Loyal Customers
13883,11,15,6459.32,5,5,5,555,Champions
13884,7,10,1888.48,5,5,4,554,Champions
13885,189,2,506.8,2,2,2,222,Lost
13886,71,1,243.56,3,1,1,311,Potential Loyalists
13887,204,1,349.55,2,1,2,212,Lost
13888,120,7,2152.1,3,4,4,344,Loyal Customers
13889,93,6,1991.23,3,4,4,344,Loyal Customers
13890,1,14,2927.38,5,5,5,555,Champions
13891,378,3,843.61,2,3,3,233,At Risk
13892,27,5,656.01,4,4,3,443,Loyal Customers
13893,298,1,821.1,2,1,3,213,Lost
13894,24,3,564.62,4,3,2,432,Potential Loyalists
13895,28,6,3849.77,4,4,5,445,Champions
13896,626,1,388.55,1,1,2,112,Lost
13897,50,3,1160.72,4,3,3,433,Loyal Customers
13898,326,2,686.4,2,2,3,223,Lost
13899,16,2,388.52,5,2,2,522,New Customers
13900,183,6,1610.59,3,4,4,344,Loyal Customers
13901,72,15,5392.9400000000005,3,5,5,355,Loyal Customers
13902,663,2,379.26000000000005,1,2,2,122,Lost
13903,400,1,165.45000000000002,2,1,1,211,Lost
13904,37,2,332.64,4,2,2,422,New Customers
13905,733,1,312.65,1,1,2,112,Lost
13906,409,1,42.0,2,1,1,211,Lost
13907,692,1,136.8,1,1,1,111,Lost
13908,80,4,2319.55,3,3,4,334,Loyal Customers
13909,423,2,286.6,1,2,2,122,Lost
13911,57,20,3709.24,4,5,5,455,Champions
13912,424,1,124.95,1,1,1,111,Lost
13913,507,1,26.27,1,1,1,111,Lost
13914,12,2,626.45,5,2,3,523,New Customers
13915,394,1,70.80000000000001,2,1,1,211,Lost
13916,464,4,1110.91,1,3,3,133,At Risk
13917,50,2,272.04,4,2,2,422,New Customers
13918,50,2,828.84,4,2,3,423,New Customers
13919,59,4,1235.73,4,3,4,434,Loyal Customers
13920,432,4,1774.68,1,3,4,134,At Risk
13921,402,4,713.75,2,3,3,233,At Risk
13922,352,3,865.2,2,3,3,233,At Risk
13923,54,1,351.13,4,1,2,412,New Customers
13924,2,6,1804.95,5,4,4,544,Champions
13925,93,4,593.5,3,3,3,333,Loyal Customers
13926,23,1,183.9,4,1,1,411,New Customers
13927,75,2,708.26,3,2,3,323,Potential Loyalists
13928,11,4,464.57,5,3,2,532,Potential Loyalists
13929,169,11,3244.98,3,5,5,355,Loyal Customers
13930,58,2,337.34,4,2,2,422,New Customers
13931,96,11,5119.47,3,5,5,355,Loyal Customers
13932,295,1,307.4,2,1,2,212,Lost
13933,109,2,608.7900000000001,3,2,3,323,Potential Loyalists
13934,264,1,922.1,2,1,3,213,Lost
13935,597,3,5782.52,1,3,5,135,At Risk
13936,180,3,914.71,3,3,3,333,Loyal Customers
13937,169,2,880.13,3,2,3,323,Potential Loyalists
13938,35,1,71.66,4,1,1,411,New Customers
13939,23,7,1560.96,4,4,4,444,Champions
13940,17,4,839.14,5,3,3,533,Loyal Customers
13941,22,13,8383.35,4,5,5,455,Champions
13943,578,1,246.54,1,1,1,111,Lost
13944,653,1,200.43,1,1,1,111,Lost
13945,395,2,854.15,2,2,3,223,Lost
13946,79,6,1274.71,3,4,4,344,Loyal Customers
13947,65,1,90.6,3,1,1,311,Potential Loyalists
13948,361,4,548.76,2,3,2,232,Potential Loyalists
13949,3,6,2427.32,5,4,4,544,Champions
13950,11,4,628.36,5,3,3,533,Loyal Customers
13951,176,3,674.45,3,3,3,333,Loyal Customers
13952,218,14,12685.941,2,5,5,255,At Risk
13953,7,2,265.68,5,2,1,521,New Customers
13954,2,2,340.22,5,2,2,522,New Customers
13955,154,3,545.17,3,3,2,332,Potential Loyalists
13956,5,5,996.47,5,4,3,543,Loyal Customers
13957,418,3,458.25,1,3,2,132,Potential Loyalists
13958,380,8,4658.38,2,4,5,245,At Risk
13959,79,6,1076.18,3,4,3,343,Loyal Customers
13960,21,2,230.22,4,2,1,421,New Customers
13961,392,1,538.4,2,1,2,212,Lost
13962,22,3,340.85,4,3,2,432,Potential Loyalists
13963,308,17,2913.12,2,5,5,255,At Risk
13964,387,2,438.9,2,2,2,222,Lost
13965,477,3,996.61,1,3,3,133,At Risk
13966,435,1,269.9,1,1,1,111,Lost
13967,146,2,166.3,3,2,1,321,Potential Loyalists
13968,423,1,123.66,1,1,1,111,Lost
13969,7,35,12991.02,5,5,5,555,Champions
13970,386,2,359.35,2,2,2,222,Lost
13971,19,14,4651.62,5,5,5,555,Champions
13972,71,2,190.25,3,2,1,321,Potential Loyalists
13973,287,1,264.7,2,1,1,211,Lost
13974,49,2,677.72,4,2,3,423,New Customers
13975,31,12,5358.84,4,5,5,455,Champions
13976,207,4,1192.36,2,3,4,234,At Risk
13977,411,1,519.8100000000001,1,1,2,112,Lost
13978,15,2,196.79000000000002,5,2,1,521,New Customers
13979,73,7,3379.33,3,4,5,345,Loyal Customers
13980,60,5,782.97,3,4,3,343,Loyal Customers
13981,416,1,331.14,1,1,2,112,Lost
13982,39,9,4445.59,4,5,5,455,Champions
13983,30,19,6144.85,4,5,5,455,Champions
13984,27,11,1616.12,4,5,4,454,Champions
13985,4,22,9955.06,5,5,5,555,Champions
13986,17,1,239.82,5,1,1,511,New Customers
13987,380,2,682.54,2,2,3,223,Lost
13988,20,8,4660.9,4,4,5,445,Champions
13989,66,5,1789.9,3,4,4,344,Loyal Customers
13990,213,1,311.3,2,1,2,212,Lost
13991,12,6,855.97,5,4,3,543,Loyal Customers
13992,30,3,219.5,4,3,1,431,Potential Loyalists
13993,43,19,6587.01,4,5,5,455,Champions
13994,4,6,2313.14,5,4,4,544,Champions
13995,15,14,3868.11,5,5,5,555,Champions
13996,386,2,752.1600000000001,2,2,3,223,Lost
13997,519,3,366.36,1,3,2,132,Potential Loyalists
13998,447,3,467.0,1,3,2,132,Potential Loyalists
13999,10,29,9502.26,5,5,5,555,Champions
14000,211,5,1723.78,2,4,4,244,At Risk
14001,46,9,4530.09,4,5,5,455,Champions
14002,134,2,512.78,3,2,2,322,Potential Loyalists
14003,733,1,209.41,1,1,1,111,Lost
14004,43,11,6258.45,4,5,5,455,Champions
14005,10,5,2773.92,5,4,4,544,Champions
14006,116,7,1875.44,3,4,4,344,Loyal Customers
14007,513,1,79.48,1,1,1,111,Lost
14008,432,1,509.04,1,1,2,112,Lost
14009,198,3,1099.91,2,3,3,233,At Risk
14010,565,2,445.15,1,2,2,122,Lost
14011,480,2,457.82,1,2,2,122,Lost
14012,278,1,328.8,2,1,2,212,Lost
14013,110,5,1084.57,3,4,3,343,Loyal Customers
14014,77,3,1816.87,3,3,4,334,Loyal Customers
14015,53,1,917.34,4,1,3,413,New Customers
14016,162,11,11202.46,3,5,5,355,Loyal Customers
14017,571,1,229.75,1,1,1,111,Lost
14018,645,1,367.15000000000003,1,1,2,112,Lost
14019,47,3,1369.77,4,3,4,434,Loyal Customers
14020,17,4,1249.01,5,3,4,534,Loyal Customers
14021,155,7,1682.68,3,4,4,344,Loyal Customers
14022,225,2,792.15,2,2,3,223,Lost
14023,7,2,584.07,5,2,3,523,New Customers
14024,122,3,645.74,3,3,3,333,Loyal Customers
14025,465,8,3898.0,1,4,5,145,At Risk
14026,471,2,713.11,1,2,3,123,Lost
14027,61,1,104.82,3,1,1,311,Potential Loyalists
14029,63,2,467.66,3,2,2,322,Potential Loyalists
14030,18,20,7129.94,5,5,5,555,Champions
14031,7,42,33769.57,5,5,5,555,Champions
14032,2,16,4768.19,5,5,5,555,Champions
14034,22,3,564.02,4,3,2,432,Potential Loyalists
14035,29,9,2841.72,4,5,5,455,Champions
14036,285,1,626.65,2,1,3,213,Lost
14037,176,6,836.95,3,4,3,343,Loyal Customers
14038,78,5,3069.88,3,4,5,345,Loyal Customers
14039,33,2,267.28000000000003,4,2,1,421,New Customers
14040,41,35,12625.62,4,5,5,455,Champions
14041,266,1,141.41,2,1,1,211,Lost
14042,725,1,431.98,1,1,2,112,Lost
14043,491,2,304.25,1,2,2,122,Lost
14044,27,10,2910.29,4,5,5,455,Champions
14045,109,13,6585.0599999999995,3,5,5,355,Loyal Customers
14046,284,1,154.99,2,1,1,211,Lost
14047,9,14,4255.03,5,5,5,555,Champions
14048,305,2,708.74,2,2,3,223,Lost
14049,17,13,12628.03,5,5,5,555,Champions
14050,32,2,746.36,4,2,3,423,New Customers
14051,1,37,22419.0,5,5,5,555,Champions
14052,20,2,463.86,4,2,2,422,New Customers
14053,124,4,434.5,3,3,2,332,Potential Loyalists
14054,65,1,92.46,3,1,1,311,Potential Loyalists
14055,106,3,1469.1200000000001,3,3,4,334,Loyal Customers
14056,1,23,8214.65,5,5,5,555,Champions
14057,24,21,8022.2,4,5,5,455,Champions
14058,463,2,469.19,1,2,2,122,Lost
14059,267,1,183.6,2,1,1,211,Lost
14060,5,30,8850.92,5,5,5,555,Champions
14061,507,3,853.5799999999999,1,3,3,133,At Risk
14062,10,24,23774.08,5,5,5,555,Champions
14063,687,7,6939.82,1,4,5,145,At Risk
14064,29,15,2795.3,4,5,5,455,Champions
14065,389,3,891.02,2,3,3,233,At Risk
14066,267,1,152.55,2,1,1,211,Lost
14067,64,2,355.75,3,2,2,322,Potential Loyalists
14068,320,4,1528.3700000000001,2,3,4,234,At Risk
14069,515,2,213.11,1,2,1,121,Lost
14070,685,1,296.6,1,1,2,112,Lost
14071,4,8,1421.8700000000001,5,4,4,544,Champions
14072,667,1,390.85,1,1,2,112,Lost
14073,32,1,151.04,4,1,1,411,New Customers
14074,623,1,219.39999999999998,1,1,1,111,Lost
14075,5,6,1694.92,5,4,4,544,Champions
14076,129,1,105.52,3,1,1,311,Potential Loyalists
14077,41,6,615.0799999999999,4,4,3,443,Loyal Customers
14078,102,9,1692.6299999999999,3,5,4,354,Loyal Customers
14079,125,1,343.2,3,1,2,312,Potential Loyalists
14080,33,5,677.48,4,4,3,443,Loyal Customers
14081,302,10,5235.5,2,5,5,255,At Risk
14082,365,2,413.36,2,2,2,222,Lost
14083,4,11,1373.36,5,5,4,554,Champions
14084,512,1,150.5,1,1,1,111,Lost
14085,2,32,10040.12,5,5,5,555,Champions
14087,3,3,812.32,5,3,3,533,Loyal Customers
14088,10,16,62105.0,5,5,5,555,Champions
14089,57,1,161.0,4,1,1,411,New Customers
14090,325,1,76.32000000000001,2,1,1,211,Lost
14091,654,1,984.5600000000001,1,1,3,113,Lost
14092,8,24,7229.45,5,5,5,555,Champions
14093,12,1,442.85,5,1,2,512,New Customers
14094,440,1,335.22,1,1,2,112,Lost
14095,723,1,2.95,1,1,1,111,Lost
14096,4,17,47835.37,5,5,5,555,Champions
14097,481,2,422.85999999999996,1,2,2,122,Lost
14098,37,1,147.35,4,1,1,411,New Customers
14099,16,20,5748.76,5,5,5,555,Champions
14100,138,1,194.9,3,1,1,311,Potential Loyalists
14101,74,13,7232.69,3,5,5,355,Loyal Customers
14102,5,5,1360.28,5,4,4,544,Champions
14104,166,4,632.73,3,3,3,333,Loyal Customers
14105,239,5,5988.83,2,4,5,245,At Risk
14106,737,1,214.79999999999998,1,1,1,111,Lost
14107,52,11,4877.3,4,5,5,455,Champions
14108,31,4,1028.31,4,3,3,433,Loyal Customers
14109,73,1,144.2,3,1,1,311,Potential Loyalists
14110,4,33,12987.95,5,5,5,555,Champions
14111,14,4,598.65,5,3,3,533,Loyal Customers
14112,23,13,5834.59,4,5,5,455,Champions
14113,4,16,6317.81,5,5,5,555,Champions
14114,274,7,1262.39,2,4,4,244,At Risk
14115,502,2,622.6700000000001,1,2,3,123,Lost
14116,20,5,1382.74,4,4,4,444,Champions
14117,144,1,90.0,3,1,1,311,Potential Loyalists
14118,429,1,458.45,1,1,2,112,Lost
14119,376,2,183.37,2,2,1,221,Lost
14121,4,4,2713.5,5,3,4,534,Loyal Customers
14122,406,3,362.42,2,3,2,232,Potential Loyalists
14123,733,1,436.18,1,1,2,112,Lost
14124,84,1,118.08,3,1,1,311,Potential Loyalists
14125,11,3,2681.53,5,3,4,534,Loyal Customers
14126,8,4,852.1800000000001,5,3,3,533,Loyal Customers
14127,123,6,1843.18,3,4,4,344,Loyal Customers
14128,61,3,924.21,3,3,3,333,Loyal Customers
14129,2,9,2591.34,5,5,4,554,Champions
14130,319,4,1862.72,2,3,4,234,At Risk
14131,649,1,187.87,1,1,1,111,Lost
14132,2,11,3586.0299999999997,5,5,5,555,Champions
14133,130,4,789.29,3,3,3,333,Loyal Customers
14134,383,15,10765.91,2,5,5,255,At Risk
14135,2,24,8353.76,5,5,5,555,Champions
14136,401,5,1570.81,2,4,4,244,At Risk
14137,696,1,239.1,1,1,1,111,Lost
14138,2,2,982.3800000000001,5,2,3,523,New Customers
14139,46,4,1086.8,4,3,3,433,Loyal Customers
14140,4,2,935.05,5,2,3,523,New Customers
14141,3,4,915.13,5,3,3,533,Loyal Customers
14142,373,2,983.15,2,2,3,223,Lost
14143,134,1,115.8,3,1,1,311,Potential Loyalists
14144,486,1,30.599999999999998,1,1,1,111,Lost
14145,47,7,7600.05,4,4,5,445,Champions
14146,9,12,9099.65,5,5,5,555,Champions
14147,78,8,1683.0,3,4,4,344,Loyal Customers
14148,234,2,466.29,2,2,2,222,Lost
14149,221,1,446.62,2,1,2,212,Lost
14150,36,2,658.64,4,2,3,423,New Customers
14151,673,2,679.45,1,2,3,123,Lost
14152,75,7,1997.3400000000001,3,4,4,344,Loyal Customers
14153,483,1,233.4,1,1,1,111,Lost
14154,239,8,6204.85,2,4,5,245,At Risk
14155,266,1,118.75,2,1,1,211,Lost
14156,10,138,163633.54,5,5,5,555,Champions
14157,20,5,1002.78,4,4,3,443,Loyal Customers
14158,40,1,507.66,4,1,2,412,New Customers
14159,20,20,7596.61,4,5,5,455,Champions
14160,610,7,6659.33,1,4,5,145,At Risk
14161,216,7,3318.88,2,4,5,245,At Risk
14162,174,2,289.36,3,2,2,322,Potential Loyalists
14163,87,5,2462.82,3,4,4,344,Loyal Customers
14164,81,1,1273.77,3,1,4,314,Potential Loyalists
14165,276,1,122.53999999999999,2,1,1,211,Lost
14166,505,2,256.85,1,2,1,121,Lost
14167,39,8,1296.49,4,4,4,444,Champions
14168,421,2,370.45,1,2,2,122,Lost
14169,431,2,576.58,1,2,2,122,Lost
14170,375,3,559.43,2,3,2,232,Potential Loyalists
14171,98,2,498.79,3,2,2,322,Potential Loyalists
14172,605,3,385.77,1,3,2,132,Potential Loyalists
14173,11,6,569.05,5,4,2,542,Potential Loyalists
14174,33,1,134.46,4,1,1,411,New Customers
14175,60,8,7424.63,3,4,5,345,Loyal Customers
14176,297,5,916.01,2,4,3,243,At Risk
14177,86,13,2229.34,3,5,4,354,Loyal Customers
14178,9,7,1620.93,5,4,4,544,Champions
14179,41,2,719.78,4,2,3,423,New Customers
14180,11,33,4969.8,5,5,5,555,Champions
14181,411,2,310.55,1,2,2,122,Lost
14182,444,4,678.77,1,3,3,133,At Risk
14183,411,2,286.29,1,2,2,122,Lost
14184,67,1,452.89,3,1,2,312,Potential Loyalists
14185,331,1,32.65,2,1,1,211,Lost
14186,427,5,1550.63,1,4,4,144,At Risk
14187,474,1,123.5,1,1,1,111,Lost
14188,31,6,2054.36,4,4,4,444,Champions
14189,2,16,5669.36,5,5,5,555,Champions
14191,2,15,4817.66,5,5,5,555,Champions
14192,388,1,293.74,2,1,2,212,Lost
14193,68,3,1210.19,3,3,4,334,Loyal Customers
14194,5,36,18567.44,5,5,5,555,Champions
14195,202,4,1094.2,2,3,3,233,At Risk
14196,107,1,335.52,3,1,2,312,Potential Loyalists
14197,411,1,373.1,1,1,2,112,Lost
14198,18,9,1519.83,5,5,4,554,Champions
14199,218,4,1091.7,2,3,3,233,At Risk
14200,617,1,379.2,1,1,2,112,Lost
14201,60,10,1193.54,3,5,4,354,Loyal Customers
14202,381,3,585.36,2,3,3,233,At Risk
14203,397,1,339.34,2,1,2,212,Lost
14204,2,4,1062.96,5,3,3,533,Loyal Customers
14205,17,9,2414.2,5,5,4,554,Champions
14206,239,3,1185.01,2,3,4,234,At Risk
14207,688,1,157.8,1,1,1,111,Lost
14208,95,2,567.05,3,2,2,322,Potential Loyalists
14209,11,15,4811.72,5,5,5,555,Champions
14210,106,16,5844.570000000001,3,5,5,355,Loyal Customers
14211,53,18,4402.29,4,5,5,455,Champions
14212,90,2,1694.78,3,2,4,324,Potential Loyalists
14213,405,1,1192.2,2,1,4,214,Lost
14214,31,5,970.48,4,4,3,443,Loyal Customers
14215,12,9,3285.58,5,5,5,555,Champions
14216,3,5,2110.04,5,4,4,544,Champions
14217,2,23,3275.29,5,5,5,555,Champions
14218,43,1,169.48000000000002,4,1,1,411,New Customers
14219,4,3,633.83,5,3,3,533,Loyal Customers
14220,247,4,1515.0,2,3,4,234,At Risk
14221,42,17,6438.99,4,5,5,455,Champions
14222,177,1,683.17,3,1,3,313,Potential Loyalists
14223,92,3,991.13,3,3,3,333,Loyal Customers
14224,110,9,1666.2,3,5,4,354,Loyal Customers
14225,435,4,2037.02,1,3,4,134,At Risk
14226,30,5,2643.03,4,4,4,444,Champions
14227,26,15,6368.71,4,5,5,455,Champions
14228,438,3,705.5500000000001,1,3,3,133,At Risk
14229,52,7,2494.29,4,4,4,444,Champions
14230,436,3,979.8000000000001,1,3,3,133,At Risk
14231,184,4,1155.72,3,3,3,333,Loyal Customers
14232,43,5,2048.07,4,4,4,444,Champions
14233,49,7,2440.27,4,4,4,444,Champions
14234,22,4,775.46,4,3,3,433,Loyal Customers
14235,75,9,4717.99,3,5,5,355,Loyal Customers
14236,81,5,1744.64,3,4,4,344,Loyal Customers
14237,373,2,564.34,2,2,2,222,Lost
14238,326,3,434.23,2,3,2,232,Potential Loyalists
14239,43,21,4229.27,4,5,5,455,Champions
14240,30,3,1228.54,4,3,4,434,Loyal Customers
14241,184,2,333.70000000000005,3,2,2,322,Potential Loyalists
14242,235,2,280.55,2,2,2,222,Lost
14243,9,17,7273.5,5,5,5,555,Champions
14244,661,1,245.45999999999998,1,1,1,111,Lost
14245,220,2,1693.45,2,2,4,224,Lost
14246,111,3,1474.06,3,3,4,334,Loyal Customers
14247,278,5,772.66,2,4,3,243,At Risk
14248,318,3,1032.95,2,3,3,233,At Risk
14249,411,12,5510.711,1,5,5,155,At Risk
14250,7,3,1904.05,5,3,4,534,Loyal Customers
14251,2,5,2879.7000000000003,5,4,5,545,Champions
14252,381,1,130.99,2,1,1,211,Lost
14253,493,2,363.40000000000003,1,2,2,122,Lost
14254,433,1,601.03,1,1,3,113,Lost
14256,260,5,2435.09,2,4,4,244,At Risk
14257,64,9,5668.900000000001,3,5,5,355,Loyal Customers
14258,9,25,28980.54,5,5,5,555,Champions
14259,142,1,120.0,3,1,1,311,Potential Loyalists
14260,471,3,807.33,1,3,3,133,At Risk
14261,51,2,1163.45,4,2,4,424,New Customers
14262,8,8,2618.23,5,4,4,544,Champions
14263,423,1,322.93,1,1,2,112,Lost
14264,155,6,1441.51,3,4,4,344,Loyal Customers
14265,109,4,1339.45,3,3,4,334,Loyal Customers
14266,428,1,40.56,1,1,1,111,Lost
14267,163,3,1516.24,3,3,4,334,Loyal Customers
14268,471,1,354.85,1,1,2,112,Lost
14269,439,1,295.73,1,1,2,112,Lost
14270,332,1,492.65000000000003,2,1,2,212,Lost
14271,226,2,219.13,2,2,1,221,Lost
14272,74,4,920.81,3,3,3,333,Loyal Customers
14273,51,4,559.97,4,3,2,432,Potential Loyalists
14274,686,1,256.6,1,1,1,111,Lost
14275,396,6,1189.3799999999999,2,4,4,244,At Risk
14276,99,7,2102.68,3,4,4,344,Loyal Customers
14277,15,8,4792.68,5,4,5,545,Champions
14278,410,1,205.83,1,1,1,111,Lost
14279,521,2,191.86,1,2,1,121,Lost
14280,197,1,134.04,2,1,1,211,Lost
14281,408,1,245.15,2,1,1,211,Lost
14282,3,25,7849.66,5,5,5,555,Champions
14283,463,4,628.4399999999999,1,3,3,133,At Risk
14284,31,3,1282.7,4,3,4,434,Loyal Customers
14285,21,8,3267.4700000000003,4,4,5,445,Champions
14286,24,7,8419.28,4,4,5,445,Champions
14287,8,2,159.35,5,2,1,521,New Customers
14288,213,1,426.6,2,1,2,212,Lost
14289,9,6,911.26,5,4,3,543,Loyal Customers
14290,11,8,4476.610000000001,5,4,5,545,Champions
14291,2,23,7804.4,5,5,5,555,Champions
14292,8,16,9192.35,5,5,5,555,Champions
14293,3,9,3123.48,5,5,5,555,Champions
14294,407,1,375.34,2,1,2,212,Lost
14295,40,5,2362.91,4,4,4,444,Champions
14296,421,2,456.40000000000003,1,2,2,122,Lost
14297,18,4,1305.33,5,3,4,534,Loyal Customers
14298,8,78,83856.55,5,5,5,555,Champions
14299,8,27,14087.32,5,5,5,555,Champions
14300,19,1,43.2,5,1,1,511,New Customers
14301,117,4,1876.98,3,3,4,334,Loyal Customers
14302,431,3,742.9000000000001,1,3,3,133,At Risk
14303,407,2,277.94,2,2,2,222,Lost
14304,223,3,1709.06,2,3,4,234,At Risk
14305,71,3,1843.96,3,3,4,334,Loyal Customers
14306,51,4,2338.6,4,3,4,434,Loyal Customers
14307,89,10,5020.18,3,5,5,355,Loyal Customers
14309,8,11,3625.62,5,5,5,555,Champions
14310,433,1,492.1,1,1,2,112,Lost
14311,243,2,516.45,2,2,2,222,Lost
14312,47,11,2949.54,4,5,5,455,Champions
14314,107,2,229.8,3,2,1,321,Potential Loyalists
14315,45,8,3111.02,4,4,5,445,Champions
14316,422,5,644.5799999999999,1,4,3,143,At Risk
14317,65,1,508.58000000000004,3,1,2,312,Potential Loyalists
14318,460,1,158.02,1,1,1,111,Lost
14319,424,1,494.85,1,1,2,112,Lost
14320,207,5,1306.85,2,4,4,244,At Risk
14321,11,7,2201.11,5,4,4,544,Champions
14322,429,4,474.1,1,3,2,132,Potential Loyalists
14323,115,2,605.0600000000001,3,2,3,323,Potential Loyalists
14324,410,2,701.61,1,2,3,123,Lost
14325,570,1,245.48000000000002,1,1,1,111,Lost
14326,242,3,940.98,2,3,3,233,At Risk
14327,163,6,1894.93,3,4,4,344,Loyal Customers
14329,17,15,9539.59,5,5,5,555,Champions
14330,624,1,200.63,1,1,1,111,Lost
14331,124,2,462.65999999999997,3,2,2,322,Potential Loyalists
14332,23,5,1943.51,4,4,4,444,Champions
14333,68,1,415.2,3,1,2,312,Potential Loyalists
14334,17,12,4318.48,5,5,5,555,Champions
14335,16,2,468.26,5,2,2,522,New Customers
14336,17,4,1614.91,5,3,4,534,Loyal Customers
14338,161,3,928.1,3,3,3,333,Loyal Customers
14339,243,2,620.27,2,2,3,223,Lost
14340,219,1,134.7,2,1,1,211,Lost
14341,45,18,4433.42,4,5,5,455,Champions
14342,21,6,901.49,4,4,3,443,Loyal Customers
14343,421,4,1088.91,1,3,3,133,At Risk
14344,127,20,3293.75,3,5,5,355,Loyal Customers
14345,39,1,108.97999999999999,4,1,1,411,New Customers
14346,121,5,2230.75,3,4,4,344,Loyal Customers
14347,737,1,82.6,1,1,1,111,Lost
14348,260,1,409.57,2,1,2,212,Lost
14349,10,1,133.5,5,1,1,511,New Customers
14350,274,3,896.18,2,3,3,233,At Risk
14351,165,1,51.0,3,1,1,311,Potential Loyalists
14352,157,4,1047.06,3,3,3,333,Loyal Customers
14353,215,3,376.5,2,3,2,232,Potential Loyalists
14354,6,2,163.62,5,2,1,521,New Customers
14355,366,3,1014.45,2,3,3,233,At Risk
14356,80,2,701.23,3,2,3,323,Potential Loyalists
14357,43,1,225.77,4,1,1,411,New Customers
14358,389,2,400.06,2,2,2,222,Lost
14359,19,3,895.23,5,3,3,533,Loyal Customers
14360,32,4,2009.88,4,3,4,434,Loyal Customers
14361,579,1,214.70999999999998,1,1,1,111,Lost
14362,22,1,161.2,4,1,1,411,New Customers
14363,402,2,227.47000000000003,2,2,1,221,Lost
14364,109,8,3717.35,3,4,5,345,Loyal Customers
14365,395,2,634.68,2,2,3,223,Lost
14366,525,1,136.0,1,1,1,111,Lost
14367,8,16,9261.52,5,5,5,555,Champions
14368,320,1,155.0,2,1,1,211,Lost
14369,642,2,469.13,1,2,2,122,Lost
14370,451,6,843.63,1,4,3,143,At Risk
14371,295,1,100.5,2,1,1,211,Lost
14372,443,2,860.08,1,2,3,123,Lost
14373,358,1,51.6,2,1,1,211,Lost
14374,541,1,92.05000000000001,1,1,1,111,Lost
14375,185,3,1073.14,3,3,3,333,Loyal Customers
14376,683,1,215.46,1,1,1,111,Lost
14377,191,2,561.15,2,2,2,222,Lost
14378,622,1,131.25,1,1,1,111,Lost
14379,44,4,1165.16,4,3,4,434,Loyal Customers
14381,52,2,631.34,4,2,3,423,New Customers
14382,26,2,1222.85,4,2,4,424,New Customers
14383,38,3,1247.69,4,3,4,434,Loyal Customers
14384,501,1,58.5,1,1,1,111,Lost
14385,9,3,202.11,5,3,1,531,Potential Loyalists
14386,297,1,142.4,2,1,1,211,Lost
14387,33,3,1687.3600000000001,4,3,4,434,Loyal Customers
14388,10,16,6701.0,5,5,5,555,Champions
14389,65,5,1898.01,3,4,4,344,Loyal Customers
14390,10,13,6359.88,5,5,5,555,Champions
14391,577,1,135.6,1,1,1,111,Lost
14392,432,1,266.4,1,1,1,111,Lost
14393,218,1,67.95,2,1,1,211,Lost
14394,565,1,93.8,1,1,1,111,Lost
14395,2,20,8208.01,5,5,5,555,Champions
14396,65,7,2121.93,3,4,4,344,Loyal Customers
14397,3,19,2509.2799999999997,5,5,4,554,Champions
14398,401,2,707.79,2,2,3,223,Lost
14399,394,8,2113.16,2,4,4,244,At Risk
14400,149,3,1515.03,3,3,4,334,Loyal Customers
14401,4,22,6739.74,5,5,5,555,Champions
14402,652,1,105.6,1,1,1,111,Lost
14403,130,6,1880.51,3,4,4,344,Loyal Customers
14404,34,13,2785.2599999999998,4,5,4,454,Champions
14405,387,1,195.0,2,1,1,211,Lost
14406,119,1,156.75,3,1,1,311,Potential Loyalists
14407,107,5,1988.38,3,4,4,344,Loyal Customers
14408,11,11,4109.77,5,5,5,555,Champions
14409,71,9,3597.7400000000002,3,5,5,355,Loyal Customers
14410,92,11,2651.14,3,5,4,354,Loyal Customers
14411,311,1,1063.0,2,1,3,213,Lost
