Invoice,StockCode,Description,Quantity,InvoiceDate,Price,Customer ID,Country,Revenue,Year,Month,YearMonth,DayOfWeek,Hour,Category
503774,22466,FAIRY TALE COTTAGE NIGHTLIGHT,1,2010-04-07 11:04:00,1.95,14606,United Kingdom,1.95,2010,4,2010-04,2,11,
503774,21550,CERAMIC BIRDHOUSE CRESTED TIT LARGE,1,2010-04-07 11:04:00,5.95,14606,United Kingdom,5.95,2010,4,2010-04,2,11,
503795,21360,JOY LARGE WOOD LETTERS,4,2010-04-07 13:07:00,9.95,14770,United Kingdom,39.8,2010,4,2010-04,2,13,
503795,21363,HOME SMALL WOOD LETTERS,3,2010-04-07 13:07:00,4.95,14770,United Kingdom,14.850000000000001,2010,4,2010-04,2,13,
503801,21687,SILVER PLATE CANDLE BOWL LARGE,9,2010-04-07 13:48:00,3.75,15521,United Kingdom,33.75,2010,4,2010-04,2,13,
503812,21361,LOVE LARGE WOOD LETTERS ,1,2010-04-07 14:21:00,12.75,17969,United Kingdom,12.75,2010,4,2010-04,2,14,
503812,17107D,"FLOWER FAIRY,5 SUMMER B'DRAW LINERS",1,2010-04-07 14:21:00,2.55,17969,United Kingdom,2.55,2010,4,2010-04,2,14,
503824,47570B,TEA TIME TABLE CLOTH,2,2010-04-07 15:02:00,10.65,13593,United Kingdom,21.3,2010,4,2010-04,2,15,
503828,22583,PACK OF 6 HANDBAG GIFT BOXES,72,2010-04-07 15:43:00,2.55,12971,United Kingdom,183.6,2010,4,2010-04,2,15,
503829,22203,MILK PAN RED RETROSPOT,1,2010-04-07 15:47:00,3.75,14667,United Kingdom,3.75,2010,4,2010-04,2,15,
503852,85014A,BLACK/BLUE DOTS RUFFLED UMBRELLA,48,2010-04-08 09:47:00,4.95,14145,United Kingdom,237.60000000000002,2010,4,2010-04,3,9,
503855,21389,IVORY HANGING DECORATION  BIRD,24,2010-04-08 10:17:00,0.85,17426,United Kingdom,20.4,2010,4,2010-04,3,10,
503867,21665,TRIANGULAR RIDGED GLASS POSY HOLDER,12,2010-04-08 11:16:00,0.65,13712,United Kingdom,7.800000000000001,2010,4,2010-04,3,11,
503875,85124A,PINK JUICY FRUIT PHOTO FRAME,2,2010-04-08 11:49:00,2.55,14813,United Kingdom,5.1,2010,4,2010-04,3,11,
503922,47591D,PINK FAIRY CAKE CHILD'S APRON,16,2010-04-08 12:54:00,1.95,17746,United Kingdom,31.2,2010,4,2010-04,3,12,
503924,21440,12 MINI TOADSTOOL PEGS,12,2010-04-08 13:16:00,1.25,15298,United Kingdom,15.0,2010,4,2010-04,3,13,
503929,84970L,SINGLE HEART ZINC T-LIGHT HOLDER,12,2010-04-08 13:32:00,0.95,14105,United Kingdom,11.399999999999999,2010,4,2010-04,3,13,
503935,82582,AREA PATROLLED METAL SIGN,6,2010-04-08 14:28:00,2.1,17047,United Kingdom,12.600000000000001,2010,4,2010-04,3,14,
503938,37446,MINI CAKE STAND WITH HANGING CAKES,72,2010-04-08 14:37:00,1.25,15638,United Kingdom,90.0,2010,4,2010-04,3,14,
503941,22584,PACK OF 6 PANNETONE GIFT BOXES,6,2010-04-08 15:04:00,2.55,13044,United Kingdom,15.299999999999999,2010,4,2010-04,3,15,
503944,21658,GLASS  BEURRE DISH,1,2010-04-08 15:29:00,3.95,15768,United Kingdom,3.95,2010,4,2010-04,3,15,
503955,71459,HANGING JAM JAR T-LIGHT HOLDER,96,2010-04-08 16:43:00,0.72,13694,United Kingdom,69.12,2010,4,2010-04,3,16,
503956,22111,SCOTTIE DOG HOT WATER BOTTLE,1,2010-04-08 16:45:00,4.95,13443,United Kingdom,4.95,2010,4,2010-04,3,16,
503963,48195,DOOR MAT GREEN PAISLEY ,1,2010-04-08 17:00:00,7.49,16365,United Kingdom,7.49,2010,4,2010-04,3,17,
503964,40016,CHINESE DRAGON PAPER LANTERNS,24,2010-04-08 17:04:00,0.42,12998,United Kingdom,10.08,2010,4,2010-04,3,17,
503965,21539,RED RETROSPOT BUTTER DISH,1,2010-04-08 17:05:00,4.95,14548,United Kingdom,4.95,2010,4,2010-04,3,17,
503968,21915,RED  HARMONICA IN BOX ,12,2010-04-08 17:15:00,1.25,15129,United Kingdom,15.0,2010,4,2010-04,3,17,
503968,21703,BAG 125g SWIRLY MARBLES,96,2010-04-08 17:15:00,0.36,15129,United Kingdom,34.56,2010,4,2010-04,3,17,
503973,21735,TWO DOOR CURIO CABINET,2,2010-04-08 17:45:00,12.75,12987,United Kingdom,25.5,2010,4,2010-04,3,17,
503975,22372,AIRLINE BAG VINTAGE WORLD CHAMPION ,2,2010-04-08 17:51:00,6.35,17529,United Kingdom,12.7,2010,4,2010-04,3,17,
503975,22169,FAMILY ALBUM WHITE PICTURE FRAME,2,2010-04-08 17:51:00,8.5,17529,United Kingdom,17.0,2010,4,2010-04,3,17,
503980,21126,SET OF 6 GIRLS CELEBRATION CANDLES,48,2010-04-09 08:05:00,1.25,13762,United Kingdom,60.0,2010,4,2010-04,4,8,
503985,10125,MINI FUNKY DESIGN TAPES,20,2010-04-09 10:08:00,0.85,12468,Germany,17.0,2010,4,2010-04,4,10,
503985,22356,"CHARLOTTE BAG , PINK/WHITE SPOTS",10,2010-04-09 10:08:00,0.85,12468,Germany,8.5,2010,4,2010-04,4,10,
503994,21447,12 IVORY ROSE PEG PLACE SETTINGS,12,2010-04-09 11:03:00,1.25,16944,United Kingdom,15.0,2010,4,2010-04,4,11,
504082,21217,RED SPOTTY ROUND CAKE TINS,1,2010-04-09 12:40:00,9.95,17841,United Kingdom,9.95,2010,4,2010-04,4,12,
504120,21528,DAIRY MAID TRADITIONAL TEAPOT ,1,2010-04-09 17:13:00,6.95,15889,United Kingdom,6.95,2010,4,2010-04,4,17,
504120,21561,DINOSAUR LUNCH BOX WITH CUTLERY,1,2010-04-09 17:13:00,2.55,15889,United Kingdom,2.55,2010,4,2010-04,4,17,
504121,22171,3 HOOK PHOTO SHELF ANTIQUE WHITE,2,2010-04-11 10:16:00,8.5,16104,United Kingdom,17.0,2010,4,2010-04,6,10,
504131,20728,LUNCH BAG CARS BLUE,4,2010-04-11 11:17:00,1.65,15015,United Kingdom,6.6,2010,4,2010-04,6,11,
504135,48185,DOOR MAT FAIRY CAKE,2,2010-04-11 12:02:00,7.49,16276,United Kingdom,14.98,2010,4,2010-04,6,12,
504136,79341,WILLOW BRANCH LIGHTS.,24,2010-04-11 12:05:00,5.45,13799,United Kingdom,130.8,2010,4,2010-04,6,12,
504140,21871,SAVE THE PLANET MUG,6,2010-04-11 12:45:00,1.25,16814,United Kingdom,7.5,2010,4,2010-04,6,12,
504140,22497,SET OF 2 TINS VINTAGE BATHROOM ,2,2010-04-11 12:45:00,4.25,16814,United Kingdom,8.5,2010,4,2010-04,6,12,
504140,21269,ANTIQUE CREAM CUTLERY SHELF ,2,2010-04-11 12:45:00,8.5,16814,United Kingdom,17.0,2010,4,2010-04,6,12,
504141,22092,BLUE PAISLEY TISSUE BOX,1,2010-04-11 12:45:00,1.25,16466,United Kingdom,1.25,2010,4,2010-04,6,12,
504145,20712,JUMBO BAG WOODLAND ANIMALS,1,2010-04-11 13:09:00,1.95,13786,United Kingdom,1.95,2010,4,2010-04,6,13,
504146,21928,JUMBO BAG SCANDINAVIAN PAISLEY,100,2010-04-11 13:10:00,1.65,12481,Germany,165.0,2010,4,2010-04,6,13,
504150,21790,VINTAGE SNAP CARDS,12,2010-04-11 13:39:00,0.85,16700,United Kingdom,10.2,2010,4,2010-04,6,13,
504153,85184D,S/4 BLUE ROUND DECOUPAGE BOXES,2,2010-04-11 14:11:00,2.95,17068,United Kingdom,5.9,2010,4,2010-04,6,14,
504155,22177,5 HOOK BLACKBOARD ORGANISER ,1,2010-04-11 14:42:00,9.95,17858,United Kingdom,9.95,2010,4,2010-04,6,14,
504156,84596G,SMALL CHOCOLATES PINK BOWL,1,2010-04-11 15:20:00,1.25,16372,United Kingdom,1.25,2010,4,2010-04,6,15,
504159,20658,RED SPOTTY LUGGAGE TAG,2,2010-04-11 15:38:00,1.25,17221,United Kingdom,2.5,2010,4,2010-04,6,15,
504216,21470,FLOWER VINE RAFFIA FOOD COVER,1,2010-04-12 12:48:00,3.75,15504,United Kingdom,3.75,2010,4,2010-04,0,12,
504216,90157,RIVIERA NECKLACE,1,2010-04-12 12:48:00,4.95,15504,United Kingdom,4.95,2010,4,2010-04,0,12,
504217,22413,METAL SIGN TAKE IT OR LEAVE IT ,6,2010-04-12 12:50:00,2.95,14844,United Kingdom,17.700000000000003,2010,4,2010-04,0,12,
504217,21212,PACK OF 72 RETRO SPOT CAKE CASES,24,2010-04-12 12:50:00,0.55,14844,United Kingdom,13.200000000000001,2010,4,2010-04,0,12,
504257,84795D,SEASIDE STRIPE HAMMOCK,2,2010-04-12 13:50:00,7.95,12982,United Kingdom,15.9,2010,4,2010-04,0,13,
504328,22457,NATURAL SLATE HEART CHALKBOARD ,4,2010-04-12 15:59:00,2.95,16987,United Kingdom,11.8,2010,4,2010-04,0,15,
504328,21908,CHOCOLATE THIS WAY METAL SIGN,2,2010-04-12 15:59:00,2.1,16987,United Kingdom,4.2,2010,4,2010-04,0,15,
504332,22405,MONEY BOX POCKET MONEY DESIGN,48,2010-04-12 16:30:00,1.06,12671,Germany,50.88,2010,4,2010-04,0,16,
504340,22023,EMPIRE BIRTHDAY CARD,24,2010-04-12 16:50:00,0.42,13564,United Kingdom,10.08,2010,4,2010-04,0,16,
504340,22461,SAVOY ART DECO CLOCK,2,2010-04-12 16:50:00,12.75,13564,United Kingdom,25.5,2010,4,2010-04,0,16,
504372,22485,SET OF 2 WOODEN MARKET CRATES,2,2010-04-13 11:03:00,12.75,12943,United Kingdom,25.5,2010,4,2010-04,1,11,
504409,21509,COWBOYS AND INDIANS BIRTHDAY CARD ,24,2010-04-13 12:21:00,0.42,13089,United Kingdom,10.08,2010,4,2010-04,1,12,
504410,82494L,WOODEN FRAME ANTIQUE WHITE ,24,2010-04-13 12:23:00,2.55,13089,United Kingdom,61.199999999999996,2010,4,2010-04,1,12,
504412,47567B,TEA TIME KITCHEN APRON,2,2010-04-13 12:24:00,5.95,16940,United Kingdom,11.9,2010,4,2010-04,1,12,
504426,21361,LOVE LARGE WOOD LETTERS ,2,2010-04-13 13:21:00,12.75,16779,United Kingdom,25.5,2010,4,2010-04,1,13,
504427,21549,CERAMIC BIRDHOUSE RED ROOF SMALL,5,2010-04-13 13:21:00,2.95,14030,United Kingdom,14.75,2010,4,2010-04,1,13,
504444,47505,MINATURE COLOURED GARDENING SET,5,2010-04-13 14:36:00,4.95,14898,United Kingdom,24.75,2010,4,2010-04,1,14,
504450,22333,RETRO SPORT PARTY BAG + STICKER SET,1,2010-04-13 14:55:00,1.65,14723,United Kingdom,1.65,2010,4,2010-04,1,14,
504454,20765,CHRYSANTHEMUM SKETCHBOOK ,1,2010-04-13 15:34:00,3.75,16809,United Kingdom,3.75,2010,4,2010-04,1,15,
504470,79321,CHILLI LIGHTS,24,2010-04-14 08:45:00,4.25,15513,United Kingdom,102.0,2010,4,2010-04,2,8,
504477,22352,LUNCHBOX WITH CUTLERY RETROSPOT ,6,2010-04-14 10:08:00,2.55,12437,France,15.299999999999999,2010,4,2010-04,2,10,
504478,22467,GUMBALL COAT RACK,12,2010-04-14 10:13:00,2.55,12682,France,30.599999999999998,2010,4,2010-04,2,10,
504498,21130,COLOURFUL STANDING GNOME,6,2010-04-14 11:16:00,3.45,17511,United Kingdom,20.700000000000003,2010,4,2010-04,2,11,
504533,22442,GROW YOUR OWN FLOWERS SET OF 3,2,2010-04-14 11:51:00,7.95,12471,Germany,15.9,2010,4,2010-04,2,11,
504536,22359,GLASS JAR KINGS CHOICE,2,2010-04-14 11:59:00,2.95,13097,United Kingdom,5.9,2010,4,2010-04,2,11,
504551,85099F,JUMBO BAG STRAWBERRY,100,2010-04-14 13:24:00,1.65,13629,United Kingdom,165.0,2010,4,2010-04,2,13,
504555,47556B,TEA TIME TEA TOWELS ,1,2010-04-14 13:39:00,2.95,13561,United Kingdom,2.95,2010,4,2010-04,2,13,
504556,20802,SMALL GLASS SUNDAE DISH CLEAR,6,2010-04-14 13:50:00,1.65,13878,United Kingdom,9.899999999999999,2010,4,2010-04,2,13,
504558,17091B,JASMINE TEA INCENSE IN TIN,1,2010-04-14 13:55:00,1.25,14344,United Kingdom,1.25,2010,4,2010-04,2,13,
504572,22334,DINOSAUR PARTY BAG + STICKER SET,4,2010-04-14 14:49:00,1.65,18057,United Kingdom,6.6,2010,4,2010-04,2,14,
504588,21986,PACK OF 12 PINK SPOT TISSUES ,48,2010-04-15 10:18:00,0.29,13388,United Kingdom,13.919999999999998,2010,4,2010-04,3,10,
504588,22505,MEMO BOARD COTTAGE DESIGN,4,2010-04-15 10:18:00,4.95,13388,United Kingdom,19.8,2010,4,2010-04,3,10,
504589,22149,FELTCRAFT 6 FLOWER FRIENDS,6,2010-04-15 10:20:00,2.1,15194,United Kingdom,12.600000000000001,2010,4,2010-04,3,10,
504593,22224,WHITE LOVEBIRD LANTERN,6,2010-04-15 10:43:00,2.95,13901,United Kingdom,17.700000000000003,2010,4,2010-04,3,10,
504594,82599,FANNY'S REST STOPMETAL SIGN,1,2010-04-15 10:49:00,2.1,15910,United Kingdom,2.1,2010,4,2010-04,3,10,
504618,22526,WHEELBARROW FOR CHILDREN ,2,2010-04-15 11:33:00,12.75,13659,United Kingdom,25.5,2010,4,2010-04,3,11,
504623,82483,WOOD 2 DRAWER CABINET WHITE FINISH,1,2010-04-15 12:10:00,5.95,14656,United Kingdom,5.95,2010,4,2010-04,3,12,
504631,22406,MONEY BOX KINGS CHOICE DESIGN,12,2010-04-15 12:55:00,1.25,13647,United Kingdom,15.0,2010,4,2010-04,3,12,
504635,22139,RETRO SPOT TEA SET CERAMIC 11 PC ,3,2010-04-15 13:52:00,4.95,15615,United Kingdom,14.850000000000001,2010,4,2010-04,3,13,
504640,71459,HANGING JAM JAR T-LIGHT HOLDER,24,2010-04-15 14:14:00,0.85,17032,United Kingdom,20.4,2010,4,2010-04,3,14,
504673,21232,STRAWBERRY CERAMIC TRINKET BOX,12,2010-04-15 15:26:00,1.25,13287,United Kingdom,15.0,2010,4,2010-04,3,15,
504673,22192,BLUE DINER WALL CLOCK,2,2010-04-15 15:26:00,8.5,13287,United Kingdom,17.0,2010,4,2010-04,3,15,
504677,21928,JUMBO BAG SCANDINAVIAN PAISLEY,3,2010-04-15 15:33:00,1.95,15898,United Kingdom,5.85,2010,4,2010-04,3,15,
504682,21175,GIN + TONIC DIET METAL SIGN,1,2010-04-15 15:57:00,2.1,14099,United Kingdom,2.1,2010,4,2010-04,3,15,
504692,22555,PLASTERS IN TIN STRONGMAN,12,2010-04-15 16:35:00,1.65,13015,United Kingdom,19.799999999999997,2010,4,2010-04,3,16,
504695,15056BL,EDWARDIAN PARASOL BLACK,2,2010-04-15 17:06:00,5.95,17799,United Kingdom,11.9,2010,4,2010-04,3,17,
504695,21122,SET/10 PINK SPOTTY PARTY CANDLES,1,2010-04-15 17:06:00,1.25,17799,United Kingdom,1.25,2010,4,2010-04,3,17,
504698,22236,CAKE STAND 3 TIER MAGIC GARDEN,2,2010-04-15 17:24:00,12.75,13591,United Kingdom,25.5,2010,4,2010-04,3,17,
504701,21912,VINTAGE SNAKES & LADDERS,4,2010-04-15 18:27:00,3.75,16722,United Kingdom,15.0,2010,4,2010-04,3,18,
504704,22383,LUNCH BAG SUKI  DESIGN ,2,2010-04-15 19:22:00,1.65,15031,United Kingdom,3.3,2010,4,2010-04,3,19,
504708,84879,ASSORTED COLOUR BIRD ORNAMENT,8,2010-04-16 09:05:00,1.69,18262,United Kingdom,13.52,2010,4,2010-04,4,9,
504715,22139,RETRO SPOT TEA SET CERAMIC 11 PC ,24,2010-04-16 10:27:00,4.95,17404,Sweden,118.80000000000001,2010,4,2010-04,4,10,
504825,47566B,TEA TIME PARTY BUNTING,2,2010-04-16 13:04:00,4.65,14527,United Kingdom,9.3,2010,4,2010-04,4,13,
504829,21843,RED RETROSPOT CAKE STAND,2,2010-04-16 13:17:00,10.95,16125,United Kingdom,21.9,2010,4,2010-04,4,13,
504835,21533,RETRO SPOT LARGE MILK JUG,3,2010-04-16 14:23:00,4.95,17842,United Kingdom,14.850000000000001,2010,4,2010-04,4,14,
504844,22480,RED TEA TOWEL CLASSIC DESIGN,1,2010-04-16 16:12:00,1.25,12748,United Kingdom,1.25,2010,4,2010-04,4,16,
504847,21068,VINTAGE BILLBOARD LOVE/HATE MUG,6,2010-04-16 16:51:00,1.25,17931,United Kingdom,7.5,2010,4,2010-04,4,16,
504848,47593A,CAROUSEL DESIGN BABY BIB,1,2010-04-16 17:12:00,1.25,14623,United Kingdom,1.25,2010,4,2010-04,4,17,
504855,21715,GIRLS VINTAGE TIN SEASIDE BUCKET,1,2010-04-18 11:14:00,2.55,15569,United Kingdom,2.55,2010,4,2010-04,6,11,
504857,21777,RECIPE BOX WITH METAL HEART,4,2010-04-18 11:24:00,7.95,17113,United Kingdom,31.8,2010,4,2010-04,6,11,
504857,21900,"KEY FOB , SHED",11,2010-04-18 11:24:00,0.65,17113,United Kingdom,7.15,2010,4,2010-04,6,11,
504857,47566B,TEA TIME PARTY BUNTING,6,2010-04-18 11:24:00,4.65,17113,United Kingdom,27.900000000000002,2010,4,2010-04,6,11,
504868,21864,UNION JACK FLAG PASSPORT COVER ,2,2010-04-18 12:31:00,2.1,13044,United Kingdom,4.2,2010,4,2010-04,6,12,
504868,22439,6 ROCKET BALLOONS ,10,2010-04-18 12:31:00,0.65,13044,United Kingdom,6.5,2010,4,2010-04,6,12,
504875,21201,TROPICAL  HONEYCOMB PAPER GARLAND ,24,2010-04-18 12:44:00,2.1,12482,Sweden,50.400000000000006,2010,4,2010-04,6,12,
504878,22583,PACK OF 6 HANDBAG GIFT BOXES,1,2010-04-18 12:46:00,2.55,15768,United Kingdom,2.55,2010,4,2010-04,6,12,
504879,21933,PINK VINTAGE PAISLEY PICNIC BAG,100,2010-04-18 12:49:00,2.55,12482,Sweden,254.99999999999997,2010,4,2010-04,6,12,
504882,21190,PINK HEARTS PAPER GARLAND,1,2010-04-18 13:12:00,1.65,14395,United Kingdom,1.65,2010,4,2010-04,6,13,
504888,62018,SOMBRERO ,50,2010-04-18 13:40:00,1.95,17256,United Kingdom,97.5,2010,4,2010-04,6,13,
504890,22611,VINTAGE UNION JACK SHOPPING BAG,2,2010-04-18 13:53:00,4.95,14415,United Kingdom,9.9,2010,4,2010-04,6,13,
504913,22487,WHITE WOOD GARDEN PLANT LADDER,4,2010-04-19 10:04:00,8.5,14911,EIRE,34.0,2010,4,2010-04,0,10,
504950,22570,FELTCRAFT CUSHION RABBIT,4,2010-04-19 11:48:00,3.75,15321,United Kingdom,15.0,2010,4,2010-04,0,11,
505000,20899,VINTAGE NOTEBOOK RED ROSE,1,2010-04-19 12:28:00,2.95,16470,United Kingdom,2.95,2010,4,2010-04,0,12,
505004,21900,"KEY FOB , SHED",24,2010-04-19 12:45:00,0.65,13093,United Kingdom,15.600000000000001,2010,4,2010-04,0,12,
505011,84875B,GREEN SQUARE COMPACT MIRROR,12,2010-04-19 13:15:00,1.25,17850,United Kingdom,15.0,2010,4,2010-04,0,13,
505014,21429,RED GINGHAM ROSE JEWELLERY BOX,4,2010-04-19 13:28:00,1.65,17802,United Kingdom,6.6,2010,4,2010-04,0,13,
505015,84991,60 TEATIME FAIRY CAKE CASES,36,2010-04-19 13:30:00,0.55,14156,EIRE,19.8,2010,4,2010-04,0,13,
505015,21977,PACK OF 60 PINK PAISLEY CAKE CASES,36,2010-04-19 13:30:00,0.55,14156,EIRE,19.8,2010,4,2010-04,0,13,
505024,20724,RED SPOTTY CHARLOTTE BAG,6,2010-04-19 14:21:00,0.85,15005,United Kingdom,5.1,2010,4,2010-04,0,14,
505063,22461,SAVOY ART DECO CLOCK,1,2010-04-19 16:15:00,12.75,16548,United Kingdom,12.75,2010,4,2010-04,0,16,
505067,21330,WOODLAND ANIMAL  WRITING SET ,1,2010-04-19 16:48:00,1.65,14606,United Kingdom,1.65,2010,4,2010-04,0,16,
505075,21933,PINK VINTAGE PAISLEY PICNIC BAG,6,2010-04-20 08:44:00,2.55,17850,United Kingdom,15.299999999999999,2010,4,2010-04,1,8,
505076,82483,WOOD 2 DRAWER CABINET WHITE FINISH,6,2010-04-20 09:29:00,4.95,17850,United Kingdom,29.700000000000003,2010,4,2010-04,1,9,
505082,22488,NATURAL SLATE RECTANGLE CHALKBOARD,12,2010-04-20 09:54:00,1.65,13995,United Kingdom,19.799999999999997,2010,4,2010-04,1,9,
505087,84875D,BLUE SQUARE COMPACT MIRROR,12,2010-04-20 10:23:00,1.25,17850,United Kingdom,15.0,2010,4,2010-04,1,10,
505142,21709,FOLDING UMBRELLA  CHOC/WHITE  SPOT,4,2010-04-20 11:19:00,4.95,17138,United Kingdom,19.8,2010,4,2010-04,1,11,
505143,22352,LUNCH BOX WITH CUTLERY RETROSPOT ,2,2010-04-20 11:21:00,2.55,16161,United Kingdom,5.1,2010,4,2010-04,1,11,
505169,82494L,WOODEN FRAME ANTIQUE WHITE ,6,2010-04-20 12:49:00,2.55,17850,United Kingdom,15.299999999999999,2010,4,2010-04,1,12,
505178,22526,WHEELBARROW FOR CHILDREN ,2,2010-04-20 13:48:00,12.75,17861,United Kingdom,25.5,2010,4,2010-04,1,13,
505184,84970S,HANGING HEART ZINC T-LIGHT HOLDER,24,2010-04-20 14:08:00,0.85,13753,United Kingdom,20.4,2010,4,2010-04,1,14,
505185,84534B,FAIRY CAKE NOTEBOOK A5 SIZE,4,2010-04-20 14:33:00,0.85,14648,United Kingdom,3.4,2010,4,2010-04,1,14,
505186,84791,GINGHAM HEART DECORATION,6,2010-04-20 14:52:00,2.95,16619,United Kingdom,17.700000000000003,2010,4,2010-04,1,14,
505206,22191,EAU DE NIL DINER WALL CLOCK,2,2010-04-20 16:46:00,8.5,13078,United Kingdom,17.0,2010,4,2010-04,1,16,
505233,21927,BLUE/CREAM STRIPE CUSHION COVER ,2,2010-04-21 10:46:00,1.25,17377,United Kingdom,2.5,2010,4,2010-04,2,10,
505236,85232B,SET/3 RUSSIAN DOLL STACKING TINS,3,2010-04-21 10:58:00,4.95,12391,Cyprus,14.850000000000001,2010,4,2010-04,2,10,
505297,79029,GLASS HONEYPOT WASP CATCHER,6,2010-04-21 11:51:00,1.95,12530,Germany,11.7,2010,4,2010-04,2,11,
505332,22563,HAPPY STENCIL CRAFT,1,2010-04-21 12:43:00,1.25,15719,United Kingdom,1.25,2010,4,2010-04,2,12,
505332,84520B,PACK 20 ENGLISH ROSE PAPER NAPKINS,1,2010-04-21 12:43:00,0.85,15719,United Kingdom,0.85,2010,4,2010-04,2,12,
505335,22243,"HOOK, 5 HANGER ,MAGIC TOADSTOOL RED",48,2010-04-21 13:00:00,1.65,12709,Germany,79.19999999999999,2010,4,2010-04,2,13,
505358,22443,GROW YOUR OWN HERBS SET OF 3,1,2010-04-21 15:24:00,7.95,14605,United Kingdom,7.95,2010,4,2010-04,2,15,
505361,22520,CHILDS GARDEN TROWEL BLUE ,2,2010-04-21 15:34:00,0.85,14825,United Kingdom,1.7,2010,4,2010-04,2,15,
505362,21975,PACK OF 60 DINOSAUR CAKE CASES,24,2010-04-21 15:40:00,0.55,13728,United Kingdom,13.200000000000001,2010,4,2010-04,2,15,
505367,21625,VINTAGE UNION JACK APRON,3,2010-04-21 16:20:00,6.95,13963,United Kingdom,20.85,2010,4,2010-04,2,16,
505373,21665,TRIANGULAR RIDGED GLASS POSY HOLDER,72,2010-04-21 17:22:00,0.55,17681,United Kingdom,39.6,2010,4,2010-04,2,17,
505376,21563,RED HEART SHAPE LOVE BUCKET ,4,2010-04-21 17:33:00,2.95,16755,United Kingdom,11.8,2010,4,2010-04,2,17,
505376,21930,JUMBO STORAGE BAG SKULLS,6,2010-04-21 17:33:00,1.95,16755,United Kingdom,11.7,2010,4,2010-04,2,17,
505376,21239,PINK  SPOTTY CUP,8,2010-04-21 17:33:00,0.85,16755,United Kingdom,6.8,2010,4,2010-04,2,17,
505396,85062,PEARL CRYSTAL PUMPKIN T-LIGHT HLDR,48,2010-04-22 09:50:00,1.45,16131,United Kingdom,69.6,2010,4,2010-04,3,9,
505397,82552,WASHROOM METAL SIGN,12,2010-04-22 09:54:00,1.25,15633,United Kingdom,15.0,2010,4,2010-04,3,9,
505450,22303,COFFEE MUG APPLES DESIGN,36,2010-04-22 11:21:00,2.1,13935,United Kingdom,75.60000000000001,2010,4,2010-04,3,11,
505461,21936,RED RETROSPOT PICNIC BAG,50,2010-04-22 11:48:00,2.55,17754,United Kingdom,127.49999999999999,2010,4,2010-04,3,11,
505464,22557,PLASTERS IN TIN VINTAGE PAISLEY ,2,2010-04-22 11:52:00,1.65,13698,United Kingdom,3.3,2010,4,2010-04,3,11,
505518,21363,HOME SMALL WOOD LETTERS,3,2010-04-22 15:36:00,4.95,14182,United Kingdom,14.850000000000001,2010,4,2010-04,3,15,
505523,82583,HOT BATHS METAL SIGN,6,2010-04-22 16:12:00,2.1,15093,United Kingdom,12.600000000000001,2010,4,2010-04,3,16,
505551,85152,HAND OVER THE CHOCOLATE   SIGN ,12,2010-04-23 09:00:00,2.1,16497,United Kingdom,25.200000000000003,2010,4,2010-04,4,9,
505558,21975,PACK OF 60 DINOSAUR CAKE CASES,24,2010-04-23 10:07:00,0.55,12921,United Kingdom,13.200000000000001,2010,4,2010-04,4,10,
505578,47559B,TEA TIME OVEN GLOVE,10,2010-04-23 12:12:00,1.25,15306,United Kingdom,12.5,2010,4,2010-04,4,12,
505580,21578,WOODLAND DESIGN  COTTON TOTE BAG,6,2010-04-23 12:13:00,1.75,17448,United Kingdom,10.5,2010,4,2010-04,4,12,
505585,21110,LARGE CAKE TOWEL PINK SPOTS,2,2010-04-23 12:19:00,6.75,17448,United Kingdom,13.5,2010,4,2010-04,4,12,
505633,72741,GRAND CHOCOLATECANDLE,18,2010-04-23 13:00:00,1.45,14623,United Kingdom,26.099999999999998,2010,4,2010-04,4,13,
505676,21539,RED RETROSPOT BUTTER DISH,3,2010-04-23 15:13:00,4.95,14541,United Kingdom,14.850000000000001,2010,4,2010-04,4,15,
505685,85099F,JUMBO BAG STRAWBERRY,2,2010-04-23 16:25:00,1.95,16538,United Kingdom,3.9,2010,4,2010-04,4,16,
505694,22294,HEART FILIGREE DOVE  SMALL,24,2010-04-25 10:11:00,1.25,13693,United Kingdom,30.0,2010,4,2010-04,6,10,
505702,21931,JUMBO STORAGE BAG SUKI,4,2010-04-25 11:43:00,1.95,14549,United Kingdom,7.8,2010,4,2010-04,6,11,
505705,22528,GARDENERS KNEELING PAD,1,2010-04-25 11:52:00,1.25,16068,United Kingdom,1.25,2010,4,2010-04,6,11,
505709,22525,CHILDRENS GARDEN GLOVES PINK,2,2010-04-25 12:34:00,1.25,13050,United Kingdom,2.5,2010,4,2010-04,6,12,
505710,85227,SET OF 6 3D KIT CARDS FOR KIDS,12,2010-04-25 12:36:00,0.85,12474,Germany,10.2,2010,4,2010-04,6,12,
505713,21936,RED RETROSPOT PICNIC BAG,5,2010-04-25 13:07:00,2.95,18178,United Kingdom,14.75,2010,4,2010-04,6,13,
505714,85014B,RED/WHITE DOTS RUFFLED UMBRELLA,3,2010-04-25 13:09:00,5.95,13863,United Kingdom,17.85,2010,4,2010-04,6,13,
505717,22481,BLACK TEA TOWEL CLASSIC DESIGN,4,2010-04-25 13:20:00,1.25,17611,United Kingdom,5.0,2010,4,2010-04,6,13,
505719,22719,"GUMBALL COATHOOK., BLACK & WHITE ",8,2010-04-25 13:28:00,1.25,17550,United Kingdom,10.0,2010,4,2010-04,6,13,
